   1.7080537e+01	   0.0000000e+00	   1.4340258e+05	   1.5117637e+00	   1.8484902e+00	
   1.7583893e+01	   0.0000000e+00	   1.3579546e+05	   1.6108949e+00	   1.9513312e+00	
   1.8087248e+01	   0.0000000e+00	   1.1859271e+05	   1.6845443e+00	   2.0729971e+00	
   1.8590604e+01	   1.0471799e+04	   9.9404898e+04	   1.7808333e+00	   2.1894171e+00	
   1.9093960e+01	   8.5599485e+03	   9.6183190e+04	   1.8679654e+00	   2.3240889e+00	
   1.9597315e+01	   1.8193594e+04	   9.8560043e+04	   1.9621571e+00	   2.4381140e+00	
   2.0100671e+01	   5.5508773e+03	   9.6645322e+04	   2.0578919e+00	   2.5846008e+00	
   2.0604027e+01	   1.5364064e+04	   8.9131899e+04	   2.1544756e+00	   2.7083645e+00	
   2.1107383e+01	   1.4614752e+04	   8.3503511e+04	   2.2495735e+00	   2.8560963e+00	
   2.1610738e+01	   1.3374111e+04	   7.9056728e+04	   2.3575129e+00	   2.9937977e+00	
   2.2114094e+01	   1.0561780e+04	   8.0852450e+04	   2.4517969e+00	   3.1492080e+00	
   2.2617450e+01	   1.3968719e+04	   7.6579094e+04	   2.5679378e+00	   3.2950549e+00	
   2.3120805e+01	   9.0250026e+03	   7.3934662e+04	   2.6637195e+00	   3.4580462e+00	
   2.3624161e+01	   1.5125306e+04	   6.9965601e+04	   2.7765593e+00	   3.6074154e+00	
   2.4127517e+01	   1.9900740e+04	   6.1074429e+04	   2.8852794e+00	   3.7810985e+00	
   2.4630872e+01	   1.3793595e+04	   6.1520477e+04	   2.9993791e+00	   3.9429906e+00	
   2.5134228e+01	   2.3499617e+04	   5.9800575e+04	   3.1141081e+00	   4.1204961e+00	
   2.5637584e+01	   2.6636331e+04	   4.9916835e+04	   3.2308706e+00	   4.2928494e+00	
   2.6140940e+01	   2.7704621e+04	   5.2295978e+04	   3.3449154e+00	   4.4790142e+00	
   2.6644295e+01	   2.5774734e+04	   5.0555574e+04	   3.4717021e+00	   4.6585935e+00	
   2.7147651e+01	   2.8665803e+04	   5.4835965e+04	   3.5851311e+00	   4.8558382e+00	
   2.7651007e+01	   3.4483441e+04	   4.2827458e+04	   3.7124802e+00	   5.0453423e+00	
   2.8154362e+01	   5.7742811e+04	   4.8534774e+04	   3.8349845e+00	   5.2504075e+00	
   2.8657718e+01	   7.7121423e+04	   4.5148259e+04	   3.9632896e+00	   5.4483341e+00	
   2.9161074e+01	   1.0465664e+05	   4.4903351e+04	   4.0931612e+00	   5.6635558e+00	
   2.9664430e+01	   1.3663193e+05	   3.9667477e+04	   4.2225450e+00	   5.8701219e+00	
   3.0167785e+01	   1.7601175e+05	   4.0298948e+04	   4.3521002e+00	   6.0882248e+00	
   3.0671141e+01	   2.1473800e+05	   3.7481121e+04	   4.4913920e+00	   6.3098591e+00	
   3.1174497e+01	   2.6302001e+05	   3.6572818e+04	   4.6214272e+00	   6.5415675e+00	
   3.1677852e+01	   3.0805275e+05	   3.6949431e+04	   4.7614000e+00	   6.7703340e+00	
   3.2181208e+01	   3.4830967e+05	   3.7161847e+04	   4.9004760e+00	   7.0075615e+00	
   3.2684564e+01	   3.9878326e+05	   3.5098650e+04	   5.0418482e+00	   7.2470105e+00	
   3.3187919e+01	   4.3387630e+05	   3.2126284e+04	   5.1836039e+00	   7.4970978e+00	
   3.3691275e+01	   4.6983100e+05	   3.2944350e+04	   5.3284733e+00	   7.7452816e+00	
   3.4194631e+01	   4.8940634e+05	   2.9785300e+04	   5.4725783e+00	   8.0001820e+00	
   3.4697987e+01	   5.0674324e+05	   3.1719582e+04	   5.6238056e+00	   8.2569581e+00	
   3.5201342e+01	   5.2147235e+05	   3.1616584e+04	   5.7694337e+00	   8.5259771e+00	
   3.5704698e+01	   5.2338127e+05	   3.0038076e+04	   5.9190801e+00	   8.7982015e+00	
   3.6208054e+01	   5.2374254e+05	   2.6019268e+04	   6.0724571e+00	   9.0768852e+00	
   3.6711409e+01	   5.1222590e+05	   2.7711260e+04	   6.2247641e+00	   9.3603074e+00	
   3.7214765e+01	   5.0337755e+05	   2.6835817e+04	   6.3800820e+00	   9.6464093e+00	
   3.7718121e+01	   4.7906693e+05	   2.5288718e+04	   6.5421689e+00	   9.9366218e+00	
   3.8221477e+01	   4.5249984e+05	   2.3388432e+04	   6.6966152e+00	   1.0238236e+01	
   3.8724832e+01	   4.2603766e+05	   2.2586588e+04	   6.8561270e+00	   1.0543645e+01	
   3.9228188e+01	   3.8555802e+05	   2.3982116e+04	   7.0193320e+00	   1.0856305e+01	
   3.9731544e+01	   3.4908342e+05	   2.3063507e+04	   7.1799335e+00	   1.1168760e+01	
   4.0234899e+01	   3.0265538e+05	   2.2625374e+04	   7.3442473e+00	   1.1488918e+01	
   4.0738255e+01	   2.6366887e+05	   2.0618336e+04	   7.5138146e+00	   1.1812743e+01	
   4.1241611e+01	   2.1698932e+05	   2.1449785e+04	   7.6786206e+00	   1.2145712e+01	
   4.1744966e+01	   1.7456542e+05	   1.9966070e+04	   7.8460312e+00	   1.2486654e+01	
   4.2248322e+01	   1.3620198e+05	   2.1042991e+04	   8.0171740e+00	   1.2831543e+01	
   4.2751678e+01	   9.9272778e+04	   2.5016761e+04	   8.1856035e+00	   1.3181835e+01	
   4.3255034e+01	   7.7684332e+04	   1.9996005e+04	   8.3584872e+00	   1.3533135e+01	
   4.3758389e+01	   6.1147598e+04	   2.0331711e+04	   8.5363888e+00	   1.3895306e+01	
   4.4261745e+01	   4.5636837e+04	   2.1061043e+04	   8.7114799e+00	   1.4268747e+01	
   4.4765101e+01	   4.0008353e+04	   1.9841332e+04	   8.8883940e+00	   1.4650459e+01	
   4.5268456e+01	   3.1995576e+04	   1.8865343e+04	   9.0706558e+00	   1.5030643e+01	
   4.5771812e+01	   3.0283772e+04	   1.7502339e+04	   9.2500273e+00	   1.5412642e+01	
   4.6275168e+01	   1.8687774e+04	   1.7448256e+04	   9.4321457e+00	   1.5805125e+01	
   4.6778523e+01	   1.4810019e+04	   1.7354473e+04	   9.6150461e+00	   1.6219691e+01	
   4.7281879e+01	   1.2376507e+04	   1.6484996e+04	   9.7976821e+00	   1.6619432e+01	
   4.7785235e+01	   1.0868663e+04	   1.5236753e+04	   9.9835455e+00	   1.7032326e+01	
   4.8288591e+01	   8.9007930e+03	   1.6116137e+04	   1.0172178e+01	   1.7448147e+01	
   4.8791946e+01	   5.8596544e+03	   1.4083189e+04	   1.0360946e+01	   1.7878064e+01	
   4.9295302e+01	   4.3754844e+03	   1.5059344e+04	   1.0553530e+01	   1.8313845e+01	
   4.9798658e+01	   5.5842630e+03	   1.3247936e+04	   1.0744108e+01	   1.8754469e+01	
   5.0302013e+01	   5.4969063e+03	   1.4413791e+04	   1.0937716e+01	   1.9199779e+01	
   5.0805369e+01	   3.8897898e+03	   1.3384279e+04	   1.1130914e+01	   1.9656534e+01	
   5.1308725e+01	   3.0332082e+03	   1.3525402e+04	   1.1325569e+01	   2.0117146e+01	
   5.1812081e+01	   3.0110756e+03	   1.3140545e+04	   1.1522111e+01	   2.0592767e+01	
   5.2315436e+01	   1.6725591e+03	   1.4870735e+04	   1.1718705e+01	   2.1069554e+01	
   5.2818792e+01	   1.4675242e+03	   1.2845794e+04	   1.1916439e+01	   2.1561481e+01	
   5.3322148e+01	   2.0430032e+03	   1.2676955e+04	   1.2118939e+01	   2.2050920e+01	
   5.3825503e+01	   1.5354170e+03	   1.2279668e+04	   1.2320006e+01	   2.2549913e+01	
   5.4328859e+01	   1.6621537e+03	   1.1785579e+04	   1.2525160e+01	   2.3061425e+01	
   5.4832215e+01	   1.7810423e+03	   1.1389879e+04	   1.2727924e+01	   2.3586501e+01	
   5.5335570e+01	   6.3939201e+02	   1.2715208e+04	   1.2934719e+01	   2.4106569e+01	
   5.5838926e+01	   1.6438691e+03	   1.1270121e+04	   1.3141843e+01	             NaN	
   5.6342282e+01	   3.8491055e+02	   1.1230634e+04	   1.3348692e+01	             NaN	
   5.6845638e+01	   0.0000000e+00	   1.1847467e+04	   1.3556056e+01	             NaN	
   5.7348993e+01	   6.0196934e+02	   1.0951600e+04	   1.3765871e+01	             NaN	
   5.7852349e+01	   1.2251985e+03	   1.0735227e+04	   1.3977460e+01	             NaN	
   5.8355705e+01	   1.2872337e+03	   1.0473792e+04	   1.4192892e+01	             NaN	
   5.8859060e+01	   1.2576735e+03	   1.0443073e+04	   1.4407925e+01	             NaN	
   5.9362416e+01	   1.8858785e+02	   1.0608332e+04	   1.4627077e+01	             NaN	
   5.9865772e+01	   1.1548417e+03	   1.0311685e+04	   1.4841380e+01	             NaN	
   6.0369128e+01	   9.6618909e+02	   1.0259271e+04	   1.5060224e+01	             NaN	
   6.0872483e+01	   3.2865934e+01	   1.0565558e+04	   1.5275235e+01	             NaN	
   6.1375839e+01	   0.0000000e+00	   1.1110790e+04	   1.5494889e+01	             NaN	
   6.1879195e+01	   0.0000000e+00	   1.1452249e+04	   1.5713518e+01	             NaN	
   6.2382550e+01	   0.0000000e+00	   1.0641999e+04	   1.5940161e+01	             NaN	
   6.2885906e+01	   0.0000000e+00	   1.0540136e+04	   1.6168462e+01	             NaN	
   6.3389262e+01	   0.0000000e+00	   1.0345803e+04	   1.6392545e+01	             NaN	
   6.3892617e+01	   4.2824966e+02	   9.2037322e+03	   1.6615435e+01	             NaN	
   6.4395973e+01	   3.5882294e+01	   9.7171911e+03	   1.6841278e+01	             NaN	
   6.4899329e+01	   0.0000000e+00	   9.9195390e+03	   1.7068296e+01	             NaN	
   6.5402685e+01	   0.0000000e+00	   9.0307930e+03	   1.7295994e+01	             NaN	
   6.5906040e+01	   1.7036566e+02	   8.5080852e+03	   1.7523566e+01	             NaN	
   6.6409396e+01	   9.1836190e+02	   7.8870868e+03	   1.7756456e+01	             NaN	
   6.6912752e+01	   3.0072514e+02	   8.2642610e+03	   1.7988383e+01	             NaN	
   6.7416107e+01	   0.0000000e+00	   8.4684990e+03	   1.8223271e+01	             NaN	
   6.7919463e+01	   0.0000000e+00	   7.6588216e+03	   1.8456758e+01	             NaN	
   6.8422819e+01	   3.7966564e+02	   7.2448281e+03	   1.8693071e+01	             NaN	
   6.8926174e+01	   0.0000000e+00	   7.5148467e+03	   1.8925725e+01	             NaN	
   6.9429530e+01	   8.4004273e+00	   7.2270012e+03	   1.9165194e+01	             NaN	
   6.9932886e+01	   0.0000000e+00	   6.9281869e+03	   1.9402622e+01	             NaN	
   7.0436242e+01	   0.0000000e+00	   6.7690427e+03	   1.9644182e+01	             NaN	
   7.0939597e+01	   3.9547903e+02	   6.6776137e+03	   1.9880353e+01	             NaN	
   7.1442953e+01	   5.6112088e+01	   6.9508547e+03	   2.0125326e+01	             NaN	
   7.1946309e+01	   2.1044505e+02	   6.4186907e+03	   2.0367640e+01	             NaN	
   7.2449664e+01	   0.0000000e+00	   7.0208479e+03	   2.0614228e+01	             NaN	
   7.2953020e+01	   0.0000000e+00	   6.7349853e+03	   2.0855850e+01	             NaN	
   7.3456376e+01	   0.0000000e+00	   7.0232650e+03	   2.1104351e+01	             NaN	
   7.3959732e+01	   0.0000000e+00	   6.9810761e+03	   2.1350487e+01	             NaN	
   7.4463087e+01	   0.0000000e+00	   7.3469130e+03	   2.1601990e+01	             NaN	
   7.4966443e+01	   0.0000000e+00	   8.0184633e+03	   2.1848779e+01	             NaN	
   7.5469799e+01	   0.0000000e+00	   8.1457168e+03	   2.2098307e+01	             NaN	
   7.5973154e+01	   0.0000000e+00	   7.2282581e+03	   2.2345140e+01	             NaN	
   7.6476510e+01	   0.0000000e+00	   6.9568139e+03	   2.2600317e+01	             NaN	
   7.6979866e+01	   0.0000000e+00	   6.6531352e+03	   2.2851822e+01	             NaN	
   7.7483221e+01	   0.0000000e+00	   6.2956596e+03	   2.3108368e+01	             NaN	
   7.7986577e+01	   0.0000000e+00	   6.0525089e+03	   2.3362850e+01	             NaN	
   7.8489933e+01	   0.0000000e+00	   6.4906452e+03	   2.3622439e+01	             NaN	
   7.8993289e+01	   0.0000000e+00	   5.7626583e+03	   2.3876611e+01	             NaN	
   7.9496644e+01	   0.0000000e+00	   4.9497478e+03	   2.4134132e+01	             NaN	
   8.0000000e+01	   0.0000000e+00	   5.9137168e+03	   2.4388733e+01	             NaN	
