   3.2684564e+01	   5.0925898e+05	   4.4985330e+04	   5.0418482e+00	   7.2470105e+00
   3.3187919e+01	   5.2538118e+05	   3.9212474e+04	   5.1836039e+00	   7.4970978e+00
   3.3691275e+01	   5.3039068e+05	   3.9855529e+04	   5.3284733e+00	   7.7452816e+00
   3.4194631e+01	   5.3695792e+05	   3.4670572e+04	   5.4725783e+00	   8.0001820e+00
   3.4697987e+01	   5.3677150e+05	   4.0167894e+04	   5.6238056e+00	   8.2569581e+00
   3.5201342e+01	   5.3801080e+05	   4.0693244e+04	   5.7694337e+00	   8.5259771e+00
   3.5704698e+01	   5.3797879e+05	   3.6306542e+04	   5.9190801e+00	   8.7982015e+00
   3.6208054e+01	   5.4157250e+05	   3.1847387e+04	   6.0724571e+00	   9.0768852e+00
   3.6711409e+01	   5.1875206e+05	   3.6313581e+04	   6.2247641e+00	   9.3603074e+00
   3.7214765e+01	   5.1142744e+05	   3.3847429e+04	   6.3800820e+00	   9.6464093e+00
   3.7718121e+01	   4.9831306e+05	   3.0408479e+04	   6.5421689e+00	   9.9366218e+00
   3.8221477e+01	   4.7982993e+05	   3.0952204e+04	   6.6966152e+00	   1.0238236e+01
   3.8724832e+01	   4.5582827e+05	   3.0151449e+04	   6.8561270e+00	   1.0543645e+01
   3.9228188e+01	   4.2630979e+05	   3.0743273e+04	   7.0193320e+00	   1.0856305e+01
   3.9731544e+01	   4.0521007e+05	   2.8001964e+04	   7.1799335e+00	   1.1168760e+01
   4.0234899e+01	   3.7003956e+05	   2.6458700e+04	   7.3442473e+00	   1.1488918e+01
   4.0738255e+01	   3.3617241e+05	   2.8066339e+04	   7.5138146e+00	   1.1812743e+01
   4.1241611e+01	   2.9967691e+05	   2.8078812e+04	   7.6786206e+00	   1.2145712e+01
   4.1744966e+01	   2.6194794e+05	   2.7328724e+04	   7.8460312e+00	   1.2486654e+01
   4.2248322e+01	   2.2859446e+05	   2.7804266e+04	   8.0171740e+00	   1.2831543e+01
   4.2751678e+01	   1.9312970e+05	   2.8190941e+04	   8.1856035e+00	   1.3181835e+01
   4.3255034e+01	   1.6475828e+05	   2.4960858e+04	   8.3584872e+00	   1.3533135e+01
   4.3758389e+01	   1.3446444e+05	   2.6152409e+04	   8.5363888e+00	   1.3895306e+01
   4.4261745e+01	   1.0810645e+05	   2.4874387e+04	   8.7114799e+00	   1.4268747e+01
   4.4765101e+01	   8.8754817e+04	   2.4319362e+04	   8.8883940e+00	   1.4650459e+01
   4.5268456e+01	   7.2269818e+04	   2.3121033e+04	   9.0706558e+00	   1.5030643e+01
   4.5771812e+01	   6.4252862e+04	   2.2846712e+04	   9.2500273e+00	   1.5412642e+01
   4.6275168e+01	   4.4687917e+04	   2.1892489e+04	   9.4321457e+00	   1.5805125e+01
   4.6778523e+01	   3.6884417e+04	   2.1955189e+04	   9.6150461e+00	   1.6219691e+01
   4.7281879e+01	   2.9591360e+04	   2.0362773e+04	   9.7976821e+00	   1.6619432e+01
   4.7785235e+01	   2.4078215e+04	   2.0771660e+04	   9.9835455e+00	   1.7032326e+01
   4.8288591e+01	   2.1897997e+04	   2.0281429e+04	   1.0172178e+01	   1.7448147e+01
   4.8791946e+01	   1.6729586e+04	   1.6629547e+04	   1.0360946e+01	   1.7878064e+01
   4.9295302e+01	   1.3224579e+04	   1.8508262e+04	   1.0553530e+01	   1.8313845e+01
   4.9798658e+01	   1.1065911e+04	   1.7532013e+04	   1.0744108e+01	   1.8754469e+01
   5.0302013e+01	   9.1693213e+03	   1.8852633e+04	   1.0937716e+01	   1.9199779e+01
   5.0805369e+01	   8.8521982e+03	   1.7316851e+04	   1.1130914e+01	   1.9656534e+01
   5.1308725e+01	   7.7049621e+03	   1.6638456e+04	   1.1325569e+01	   2.0117146e+01
   5.1812081e+01	   7.6548969e+03	   1.5808507e+04	   1.1522111e+01	   2.0592767e+01
   5.2315436e+01	   6.6367343e+03	   1.6265863e+04	   1.1718705e+01	   2.1069554e+01
   5.2818792e+01	   4.5227467e+03	   1.6057802e+04	   1.1916439e+01	   2.1561481e+01
   5.3322148e+01	   4.9762522e+03	   1.4860366e+04	   1.2118939e+01	   2.2050920e+01
   5.3825503e+01	   4.9716398e+03	   1.5351317e+04	   1.2320006e+01	   2.2549913e+01
   5.4328859e+01	   3.4732167e+03	   1.5452819e+04	   1.2525160e+01	   2.3061425e+01
   5.4832215e+01	   2.6509795e+03	   1.4051383e+04	   1.2727924e+01	   2.3586501e+01
   5.5335570e+01	   3.9318800e+03	   1.4433411e+04	   1.2934719e+01	   2.4106569e+01
   5.5838926e+01	   4.1977572e+03	   1.3682950e+04	   1.3141843e+01	             NaN
   5.6342282e+01	   1.2392787e+03	   1.4707930e+04	   1.3348692e+01	             NaN
   5.6845638e+01	   1.2091517e+03	   1.4866018e+04	   1.3556056e+01	             NaN
   5.7348993e+01	   2.1658499e+03	   1.3810833e+04	   1.3765871e+01	             NaN
   5.7852349e+01	   1.9550512e+03	   1.3258497e+04	   1.3977460e+01	             NaN
   5.8355705e+01	   2.3544469e+03	   1.3429436e+04	   1.4192892e+01	             NaN
   5.8859060e+01	   1.2396889e+03	   1.4049167e+04	   1.4407925e+01	             NaN
   5.9362416e+01	   2.0297099e+03	   1.3808880e+04	   1.4627077e+01	             NaN
   5.9865772e+01	   1.6263105e+03	   1.3283923e+04	   1.4841380e+01	             NaN
   6.0369128e+01	   1.5431074e+03	   1.3518310e+04	   1.5060224e+01	             NaN
   6.0872483e+01	   6.1657424e+02	   1.3150984e+04	   1.5275235e+01	             NaN
   6.1375839e+01	   0.0000000e+00	   1.3949124e+04	   1.5494889e+01	             NaN
   6.1879195e+01	   8.4338174e+02	   1.3014824e+04	   1.5713518e+01	             NaN
   6.2382550e+01	   1.1820066e+03	   1.2246345e+04	   1.5940161e+01	             NaN
   6.2885906e+01	   1.0752725e+02	   1.3271532e+04	   1.6168462e+01	             NaN
   6.3389262e+01	   7.7794919e+02	   1.2106327e+04	   1.6392545e+01	             NaN
   6.3892617e+01	   0.0000000e+00	   1.2463402e+04	   1.6615435e+01	             NaN
   6.4395973e+01	   1.7265042e+03	   1.1272414e+04	   1.6841278e+01	             NaN
   6.4899329e+01	   1.2798932e+03	   1.1300556e+04	   1.7068296e+01	             NaN
   6.5402685e+01	   9.4122883e+02	   1.1409021e+04	   1.7295994e+01	             NaN
   6.5906040e+01	   8.1197384e+02	   1.1189320e+04	   1.7523566e+01	             NaN
   6.6409396e+01	   7.5916422e+02	   1.1021497e+04	   1.7756456e+01	             NaN
   6.6912752e+01	   0.0000000e+00	   1.0999380e+04	   1.7988383e+01	             NaN
   6.7416107e+01	   0.0000000e+00	   1.0726865e+04	   1.8223271e+01	             NaN
   6.7919463e+01	   6.4768291e+02	   9.8560210e+03	   1.8456758e+01	             NaN
   6.8422819e+01	   1.0550196e+03	   9.2536369e+03	   1.8693071e+01	             NaN
   6.8926174e+01	   5.3583663e+02	   9.2363034e+03	   1.8925725e+01	             NaN
   6.9429530e+01	   1.2360812e+02	   8.8898051e+03	   1.9165194e+01	             NaN
   6.9932886e+01	   2.5854603e+02	   8.4982139e+03	   1.9402622e+01	             NaN
   7.0436242e+01	   5.2829301e+02	   8.5933190e+03	   1.9644182e+01	             NaN
   7.0939597e+01	   4.7028073e+02	   8.6865243e+03	   1.9880353e+01	             NaN
   7.1442953e+01	   1.1185947e+01	   8.4778589e+03	   2.0125326e+01	             NaN
   7.1946309e+01	   2.2122950e+02	   8.2525050e+03	   2.0367640e+01	             NaN
   7.2449664e+01	   1.2499648e+03	   7.5515608e+03	   2.0614228e+01	             NaN
   7.2953020e+01	   1.2321830e+03	   7.7789063e+03	   2.0855850e+01	             NaN
   7.3456376e+01	   0.0000000e+00	   8.2112712e+03	   2.1104351e+01	             NaN
   7.3959732e+01	   0.0000000e+00	   7.9155620e+03	   2.1350487e+01	             NaN
   7.4463087e+01	   0.0000000e+00	   7.7939746e+03	   2.1601990e+01	             NaN
   7.4966443e+01	   0.0000000e+00	   7.8444379e+03	   2.1848779e+01	             NaN
   7.5469799e+01	   0.0000000e+00	   7.4173389e+03	   2.2098307e+01	             NaN
   7.5973154e+01	   0.0000000e+00	   7.7016482e+03	   2.2345140e+01	             NaN
   7.6476510e+01	   0.0000000e+00	   7.8020910e+03	   2.2600317e+01	             NaN
   7.6979866e+01	   1.0867810e+02	   7.7048961e+03	   2.2851822e+01	             NaN
   7.7483221e+01	   1.5314682e+02	   7.5624738e+03	   2.3108368e+01	             NaN
   7.7986577e+01	   0.0000000e+00	   7.6035464e+03	   2.3362850e+01	             NaN
   7.8489933e+01	   0.0000000e+00	   7.8776490e+03	   2.3622439e+01	             NaN
   7.8993289e+01	   0.0000000e+00	   7.2704557e+03	   2.3876611e+01	             NaN
   7.9496644e+01	   1.2233230e+02	   6.6230832e+03	   2.4134132e+01	             NaN
   8.0000000e+01	   2.7324247e+02	   7.3749564e+03	   2.4388733e+01	             NaN
