   5.0000000e+00	   2.9405048e+05	   1.4468964e+06	             NaN	   2.0361673e-01
   5.5033557e+00	   4.8887899e+05	   1.2653501e+06	   2.0361673e-01	   2.0427949e-01
   6.0067114e+00	   5.9807646e+05	   1.0587576e+06	   2.0427949e-01	   2.6909448e-01
   6.5100671e+00	   5.7929029e+05	   1.0210707e+06	   2.6909448e-01	   2.7071221e-01
   7.0134228e+00	   5.3317257e+05	   8.8179045e+05	   2.7071221e-01	   3.4681304e-01
   7.5167785e+00	   3.9763215e+05	   7.6600887e+05	   3.4681304e-01	   3.4966988e-01
   8.0201342e+00	   3.9881572e+05	   6.8737252e+05	   3.4966988e-01	   4.3583317e-01
   8.5234899e+00	   1.8061480e+05	   6.2585016e+05	   4.3583317e-01	   4.4027292e-01
   9.0268456e+00	   8.8257308e+04	   5.7384730e+05	   4.4027292e-01	   5.3785143e-01
   9.5302013e+00	   8.8155789e+04	   5.2149538e+05	   5.3128750e-01	   5.5163950e-01
   1.0033557e+01	   6.0974440e+04	   4.2976806e+05	   5.4326973e-01	   6.5206856e-01
   1.0536913e+01	   2.8898320e+04	   4.5324140e+05	   6.2612585e-01	   6.8603578e-01
   1.1040268e+01	   2.7092998e+04	   4.2560252e+05	   6.5663474e-01	   7.7868537e-01
   1.1543624e+01	   1.4225943e+04	   3.5107796e+05	   7.3413670e-01	   8.3052501e-01
   1.2046980e+01	   2.1936717e+04	   3.2675506e+05	   7.8185159e-01	   9.1632291e-01
   1.2550336e+01	   1.1239019e+04	   3.3266387e+05	   8.5462472e-01	   9.8342599e-01
   1.3053691e+01	   1.8419355e+04	   2.8270798e+05	   9.1764403e-01	   1.0707910e+00
   1.3557047e+01	   1.4233104e+04	   2.8034673e+05	   9.8631863e-01	   1.1471640e+00
   1.4060403e+01	   2.3861916e+03	   2.6309996e+05	   1.0556329e+00	   1.2481547e+00
   1.4563758e+01	   1.4885310e+03	   2.4381217e+05	   1.1271321e+00	   1.3244557e+00
   1.5067114e+01	   0.0000000e+00	   2.3740648e+05	   1.1940589e+00	   1.4383630e+00
   1.5570470e+01	   1.6049501e+04	   1.9622029e+05	   1.2805236e+00	   1.5122156e+00
   1.6073826e+01	   0.0000000e+00	   2.0447207e+05	   1.3474390e+00	   1.6378683e+00
   1.6577181e+01	   0.0000000e+00	   1.9015076e+05	   1.4465497e+00	   1.7279783e+00
   1.7080537e+01	   0.0000000e+00	   1.8147770e+05	   1.5117637e+00	   1.8484902e+00
   1.7583893e+01	   6.3289953e+02	   1.6901268e+05	   1.6108949e+00	   1.9513312e+00
   1.8087248e+01	   0.0000000e+00	   1.5863005e+05	   1.6845443e+00	   2.0729971e+00
   1.8590604e+01	   1.6212939e+04	   1.2243874e+05	   1.7808333e+00	   2.1894171e+00
   1.9093960e+01	   1.5162670e+04	   1.1747764e+05	   1.8679654e+00	   2.3240889e+00
   1.9597315e+01	   8.7109871e+03	   1.2728341e+05	   1.9621571e+00	   2.4381140e+00
   2.0100671e+01	   9.6442671e+03	   1.2051636e+05	   2.0578919e+00	   2.5846008e+00
   2.0604027e+01	   8.9876873e+03	   1.1763740e+05	   2.1544756e+00	   2.7083645e+00
   2.1107383e+01	   1.1880925e+04	   1.0199617e+05	   2.2495735e+00	   2.8560963e+00
   2.1610738e+01	   2.8240088e+03	   1.0047924e+05	   2.3575129e+00	   2.9937977e+00
   2.2114094e+01	   8.6333074e+03	   1.0067918e+05	   2.4517969e+00	   3.1492080e+00
   2.2617450e+01	   1.6278013e+04	   9.3213960e+04	   2.5679378e+00	   3.2950549e+00
   2.3120805e+01	   5.1362442e+03	   9.2726036e+04	   2.6637195e+00	   3.4580462e+00
   2.3624161e+01	   1.2456600e+04	   8.7797924e+04	   2.7765593e+00	   3.6074154e+00
   2.4127517e+01	   1.9478229e+04	   7.3545255e+04	   2.8852794e+00	   3.7810985e+00
   2.4630872e+01	   1.6932703e+04	   7.4913801e+04	   2.9993791e+00	   3.9429906e+00
   2.5134228e+01	   1.5453153e+04	   7.7900798e+04	   3.1141081e+00	   4.1204961e+00
   2.5637584e+01	   2.5330411e+04	   6.7573064e+04	   3.2308706e+00	   4.2928494e+00
   2.6140940e+01	   4.7898528e+04	   6.7387489e+04	   3.3449154e+00	   4.4790142e+00
   2.6644295e+01	   6.7635675e+04	   6.2957061e+04	   3.4717021e+00	   4.6585935e+00
   2.7147651e+01	   9.9817476e+04	   6.8835543e+04	   3.5851311e+00	   4.8558382e+00
   2.7651007e+01	   1.5729914e+05	   5.2321704e+04	   3.7124802e+00	   5.0453423e+00
   2.8154362e+01	   2.1070234e+05	   6.0630622e+04	   3.8349845e+00	   5.2504075e+00
   2.8657718e+01	   2.7016560e+05	   5.5977776e+04	   3.9632896e+00	   5.4483341e+00
   2.9161074e+01	   3.3300814e+05	   5.1445450e+04	   4.0931612e+00	   5.6635558e+00
   2.9664430e+01	   3.7276436e+05	   5.0473176e+04	   4.2225450e+00	   5.8701219e+00
   3.0167785e+01	   4.0319898e+05	   5.0327159e+04	   4.3521002e+00	   6.0882248e+00
   3.0671141e+01	   4.3228291e+05	   4.7940552e+04	   4.4913920e+00	   6.3098591e+00
   3.1174497e+01	   4.6628531e+05	   4.5356254e+04	   4.6214272e+00	   6.5415675e+00
   3.1677852e+01	   4.7559124e+05	   4.8990594e+04	   4.7614000e+00	   6.7703340e+00
   3.2181208e+01	   4.9195931e+05	   4.7416517e+04	   4.9004760e+00	   7.0075615e+00
